Instance,Income
123344,89674.92858522845
123345,37194.17410794449
123346,41127.065901640104
123347,96039.61258029535
123348,35539.88614297901
123349,82853.18383594391
123350,17888.54343414238
123351,57275.55872823538
123352,61235.37949198425
123353,31566.232465572004
123354,22676.337754250926
123355,159416.59431564467
123356,42294.122393298
123357,29783.517100640413
123358,23463.846373582393
123359,49420.245549270796
123360,80055.8935393783
123361,695318.6771524291
123362,216920.40589212673
123363,91056.86083434385
123364,16816.031452566218
123365,35569.6492249908
123366,72143.76218363953
123367,49458.14703445128
123368,202432.45017405288
123369,124141.14339120263
123370,47124.60760213809
123371,15617.022497684371
123372,38732.60666150063
123373,205245.74356271428
123374,32297.982236702017
123375,68835.7428099197
123376,43686.699544824536
123377,21858.08726718603
123378,55310.515717306196
123379,18570.194304786968
123380,91115.57586632848
123381,102065.91834957106
123382,113040.6948823698
123383,28196.786277362844
123384,24145.424935019804
123385,20824.549641737467
123386,66562.62855039169
123387,20651.06683311153
123388,47335.904591943596
123389,182272.864264217
123390,51167.28276949451
123391,34204.08710980377
123392,50951.98447271889
123393,24610.453703173724
123394,24565.834319231875
123395,64392.79246897954
123396,33386.97668167053
123397,45246.984676617154
123398,56949.542723343075
123399,32904.71454387081
123400,30396.022821766976
123401,33329.698946865516
123402,94316.39051398746
123403,21518.585737439564
123404,148055.50969571187
123405,419136.62680244294
123406,13244.503292994557
123407,38049.74804060064
123408,18349.861917333656
123409,95000.47733822864
123410,399751.75745577447
123411,24028.189418814534
123412,25629.38788649933
123413,63641.518658626606
123414,197218.0721581571
123415,42609.471915311085
123416,117756.53082491146
123417,154373.68910743133
123418,111177.05927922836
123419,35805.134537229496
123420,93596.78777260773
123421,285280.65909741964
123422,43930.13848993046
123423,34511.67827325081
123424,297602.1781163898
123425,99150.45596450494
123426,90677.25016152373
123427,25837.46006417623
123428,38673.01337220447
123429,11467.657883279948
123430,24250.161962213002
123431,80676.19899261389
123432,454516.4224239458
123433,296702.2283718979
123434,30917.259819723127
123435,136275.39106637693
123436,32794.939589193666
123437,238901.28253726364
123438,105531.3562644716
123439,13055.941902297724
123440,29724.396634023404
123441,22985.1470091871
123442,99759.73424370575
123443,251512.09195416234
123444,67227.61582039589
123445,105328.4882772684
123446,35400.58757541957
123447,111820.97945906347
123448,243233.37101724048
123449,84553.04233159035
123450,39761.83977459912
123451,31445.625053203403
123452,70008.15488749374
123453,240619.63031763502
123454,29641.87613314961
123455,105777.0381219475
123456,28804.466881277996
123457,187635.9749992611
123458,73796.90751661557
123459,204860.61164310348
123460,98526.42277598138
123461,47511.63766559974
123462,102026.43516324418
123463,52146.06858649567
123464,15158.257961419506
123465,199824.77444368377
123466,23082.958315424752
123467,15493.84412634708
123468,46474.40192245979
123469,15549.27121747533
123470,42360.59148876574
123471,299568.49307771213
123472,30634.679507193054
123473,284850.1102547069
123474,123747.38535692934
123475,164056.3845146718
123476,53031.1000708063
123477,88697.0221344224
123478,44820.03903134521
123479,37558.77233827569
123480,69053.68759672313
123481,104890.56005232653
123482,67581.13811869013
123483,58742.61362776141
123484,132729.85500314744
123485,28687.97927888376
123486,174454.7831361686
123487,265038.9353808635
123488,24896.01822971563
123489,20734.268705406983
123490,112836.44759295268
123491,49866.34993311652
123492,9648.17152663877
123493,93179.10581977955
123494,17414.08203770307
123495,25200.057498493636
123496,345173.76041485876
123497,62607.36009827834
123498,21207.856332473926
123499,27314.256891986257
123500,204117.73281598173
123501,63731.9636081749
123502,37082.39597421146
123503,77084.98219199768
123504,25281.738712257193
123505,28624.284487214918
123506,15260.998969070786
123507,57171.29571099443
123508,33195.014686511735
123509,21102.197904547254
123510,25116.644448388433
123511,58572.82951685499
123512,255863.72885689695
123513,31030.6708157743
123514,79729.15699249232
123515,25960.815149654947
123516,32949.28164559604
123517,80005.08532841381
123518,16004.398671174715
123519,14601.496221756901
123520,25522.53934597599
123521,31710.875416047234
123522,68936.2110027338
123523,81755.6749660505
123524,19885.169583441
123525,35684.54070468135
123526,124782.00808277837
123527,36092.979099011674
123528,91896.6885446277
123529,32422.06283343747
123530,93339.25558373447
123531,47992.198625886725
123532,35201.46874731305
123533,156466.09788619055
123534,80536.85443802264
123535,85594.73419169371
123536,17912.131286195505
123537,81432.15077541815
123538,60548.93895745252
123539,227811.09899934562
123540,97892.83205596355
123541,141555.6107384072
123542,60643.58508297815
123543,156826.3344735747
123544,40781.49949548832
123545,58280.66887033005
123546,91625.89994789734
123547,83405.56917519741
123548,26750.648986050084
123549,30165.10097049975
123550,21129.16329479167
123551,33429.01214037078
123552,53970.309958038764
123553,21413.052885408877
123554,191954.53296334133
123555,32412.528978808805
123556,25344.235753089633
123557,23355.883235660174
123558,27171.980765655004
123559,56613.57526445317
123560,202986.56312928317
123561,470460.3629806399
123562,195523.86320502
123563,47010.196901091134
123564,39459.67954221186
123565,281760.17217348743
123566,19535.063644142934
123567,132936.51128514417
123568,30878.3833835
123569,28834.293669254217
123570,344699.04236827674
123571,32943.11830901391
123572,38135.6037322436
123573,48058.12631580217
123574,77019.94818775055
123575,9995.350905871896
123576,89373.69670119663
123577,199706.56856464123
123578,26593.62818765798
123579,146202.98303074102
123580,61710.67590079954
123581,141166.21798891845
123582,41717.121625380576
123583,370054.0744511699
123584,84541.4809725249
123585,166337.54797569712
123586,32906.5416292152
123587,18866.201472240045
123588,12208.212630185579
123589,16188.06236984043
123590,302640.3970868385
123591,12340.787846097162
123592,13368.556140451872
123593,91449.35722319207
123594,83614.95480330088
123595,16163.661169988349
123596,643658.5696928813
123597,46121.95067106135
123598,17581.342520793412
123599,42807.854546337665
123600,61554.55325603946
123601,82668.70903865507
123602,148885.12088317488
123603,23715.423941246256
123604,33139.417133574694
123605,24963.9993505863
123606,114428.66989591873
123607,434372.427425077
123608,26134.734096339747
123609,39737.83985824534
123610,84610.32912928527
123611,40266.90097045121
123612,19008.51893151818
123613,20924.32672026295
123614,208361.66640600096
123615,55236.0869138864
123616,134848.4950537785
123617,462398.6175248543
123618,244128.31675590243
123619,81575.324159265
123620,21067.43025682667
123621,31109.2277920668
123622,17083.117149749956
123623,175574.33487152783
123624,51140.557204183046
123625,29555.773703800554
123626,174585.9701367175
123627,66218.19184052695
123628,16084.732482223859
123629,125975.76462936154
123630,35174.90403154247
123631,29668.84032902765
123632,27887.82097716273
123633,11859.290893155181
123634,19967.31566380956
123635,70922.74888216773
123636,206939.86765928942
123637,51140.418231123745
123638,26947.759150496673
123639,27264.07610248933
123640,62504.78098612607
123641,114156.97633359442
123642,63362.81627248669
123643,66554.2601731075
123644,269629.85695253924
123645,13976.037562638116
123646,217354.38930914318
123647,18127.4752747677
123648,27474.98434640716
123649,19068.03974903299
123650,45689.867657141825
123651,32358.805111875845
123652,15011.146092795421
123653,13081.058849436866
123654,104488.45290213588
123655,111634.03578902986
123656,976102.5155868825
123657,956682.3369806368
123658,29122.89560776356
123659,156985.6197904894
123660,26116.929938941328
123661,119854.65161901618
123662,43114.12692799004
123663,99982.97891993528
123664,51490.47719170573
123665,141001.24086308002
123666,11927.670421279783
123667,42484.69364634789
123668,94468.67531378927
123669,269188.6756924862
123670,53608.512296200104
123671,75317.1828541412
123672,30633.826616987462
123673,31617.780627028355
123674,46125.13213972805
123675,3816.46222053586
123676,10773.293326053063
123677,18791.088278623654
123678,200916.28325950273
123679,111053.73550706776
123680,231702.8861647404
123681,27931.496253276113
123682,122972.962028873
123683,25745.918398799993
123684,108838.50256145396
123685,37791.487729071916
123686,54922.66598609741
123687,68968.74033621621
123688,70812.27152193587
123689,17458.700318959654
123690,20329.242874467847
123691,183718.6470570968
123692,70764.91954778887
123693,40982.886198212625
123694,101012.97505755138
123695,51602.2816960816
123696,70284.90460653542
123697,33116.93510852908
123698,54253.09392336664
123699,39574.28188546557
123700,47018.56288386734
123701,62605.89133635707
123702,29838.469450752185
123703,67177.74841511069
123704,29647.70201090945
123705,209045.09243622117
123706,23487.09084114513
123707,24324.596989827307
123708,99319.70463103807
123709,18277.78047148637
123710,49201.8699050609
123711,96446.1371719851
123712,435625.20838131674
123713,25113.21131063938
123714,35261.82389360778
123715,124807.60986089325
123716,20527.136752291353
123717,18515.57826740646
123718,13218.431559544653
123719,48612.01197235742
123720,21572.288440312834
123721,31737.40741822044
123722,22379.20985166515
123723,22135.90245477069
123724,20799.55696637141
123725,60828.61862303184
123726,107508.71481234125
123727,197363.96722155713
123728,250100.73433065484
123729,118020.20076643901
123730,32038.280886635624
123731,13507.616888938106
123732,212644.1815198264
123733,333529.9844895024
123734,18895.534290101707
123735,32117.424064427083
123736,19592.65552250266
123737,571428.0974007108
123738,115202.29035966912
123739,126617.21396040879
123740,19273.105645650132
123741,79847.70095443998
123742,20566.996610839295
123743,41043.72532753511
123744,76708.98792508953
123745,196484.94040273875
123746,43742.996599772
123747,41591.824881340166
123748,161205.8285770913
123749,45382.95850050347
123750,14206.077857858692
123751,60417.07965423297
123752,34024.01279676182
123753,105283.09331122096
123754,51896.14351238364
123755,23062.699394255847
123756,307522.5471590078
123757,17822.37203457843
123758,81669.19597623096
123759,24286.813602251397
123760,37450.93956891423
123761,180371.32788685616
123762,30370.936066463408
123763,65716.56205196705
123764,224061.60603884925
123765,47284.716867100244
123766,31795.068238431093
123767,13441.548618636412
123768,109435.24743976933
123769,29127.25467130931
123770,141559.50892704347
123771,11353.398930207759
123772,15894.111876234194
123773,17108.982194931876
123774,26013.670070059914
123775,20606.649427258068
123776,41253.81666002124
123777,35146.06061917309
123778,452608.09259577247
123779,275628.01735662535
123780,17404.851668880518
123781,204492.82777264755
123782,25102.72586341279
123783,26906.721816146965
123784,22755.42725850209
123785,447945.81048740295
123786,45696.079680612194
123787,51632.6742478787
123788,37947.230965705836
123789,18848.96338912011
123790,9643.935773111794
123791,50793.199127252235
123792,34351.44005781748
123793,43709.731134555106
123794,140026.33251026974
123795,32305.02903559072
123796,42400.22479438633
123797,20108.990870170568
123798,17907.393649451325
123799,293457.75639173965
123800,224232.03555095984
123801,34148.931005663864
123802,25699.79804117093
123803,14046.10761622169
123804,16961.9405848764
123805,57339.58222163093
123806,25907.92895091468
123807,166496.7767144695
123808,69193.59928603494
123809,25050.476389464628
123810,489175.58739388967
123811,37979.82936535503
123812,97690.71109719192
123813,135596.04931147618
123814,10065.354661788855
123815,143638.8783594453
123816,130942.9555184276
123817,296647.77460395027
123818,23964.016281738364
123819,208241.79893145486
123820,88331.44235677405
123821,42560.84920099982
123822,21728.744365101596
123823,58393.47511032905
123824,346284.5289830152
123825,213947.40304241946
123826,125155.32924047111
123827,9642.411896196221
123828,51319.56029176915
123829,67305.89881951209
123830,21169.99718474908
123831,60763.0604142268
123832,161369.96446506958
123833,285817.4932843521
123834,234010.64548282244
123835,100520.39660414263
123836,66277.67749981502
123837,42368.917717761135
123838,138960.14973929597
123839,51870.06413036921
123840,26918.824291790825
123841,20610.78539385742
123842,174929.26931499253
123843,204834.42747406155
123844,801134.4181619048
123845,56488.01527949217
123846,159960.2719943228
123847,42241.21584614911
123848,173971.3262852359
123849,37759.09155230571
123850,52698.65830794974
123851,32984.1850348619
123852,26664.198482039254
123853,62898.16459037172
123854,15916.407722024556
123855,99269.46461648612
123856,69768.70476310438
123857,16060.939671983146
123858,22647.614601515805
123859,140841.06023466156
123860,32000.677654825704
123861,184734.43302172192
123862,302252.08120106655
123863,47242.72964659618
123864,83424.49292875879
123865,132674.53090830302
123866,58697.600781352565
123867,12750.903022438568
123868,28008.65346846177
123869,120113.29809840195
123870,9614.507248856999
123871,19641.87628493347
123872,101393.54899530414
123873,31630.599214771108
123874,64401.06456938522
123875,194612.98210335703
123876,353484.5592823528
123877,94340.99070967452
123878,108917.21805220377
123879,193149.22453829393
123880,41129.0931462159
123881,57017.16306695345
123882,12478.563463333201
123883,11054.8312801071
123884,49116.63322266148
123885,85903.98591978286
123886,50363.051090855966
123887,150362.7194483006
123888,39323.41720515747
123889,36724.96648319638
123890,163293.94936120693
123891,183745.69785540545
123892,60885.182798303824
123893,206679.55883936962
123894,120030.10013598863
123895,36788.50774894683
123896,34202.87351252713
123897,146603.46481513005
123898,21768.429653967367
123899,155690.4759150558
123900,43881.29794431173
123901,90009.8763558941
123902,57128.604440303796
123903,80235.26726314097
123904,89075.89360994354
123905,348508.8302969776
123906,21178.212291201497
123907,248379.58711969721
123908,89174.89251574827
123909,27302.15333778132
123910,96395.25550198018
123911,47285.28549784565
123912,97518.66083707493
123913,53415.75249890375
123914,45562.140266021095
123915,48492.473148193334
123916,146209.30479598275
123917,48634.79722566153
123918,85850.78236737732
123919,494602.6324786383
123920,21692.335836355698
123921,19563.63832395781
123922,108386.39704414135
123923,168842.5234886243
123924,192884.38200673324
123925,50264.67560649115
123926,114520.43699092296
123927,92653.35355616594
123928,105884.71470074964
123929,99422.67187965599
123930,28753.084076879913
123931,74706.1233677867
123932,179213.22242114274
123933,172377.77941844473
123934,19023.072213651143
123935,34675.77528947817
123936,128768.86011469293
123937,312598.5421217718
123938,104102.25540913962
123939,62219.25785748417
123940,24766.463666462663
123941,50178.74021134126
123942,239629.8969492074
123943,115594.46426326798
123944,179612.1957969714
123945,91277.62934924904
123946,105968.95920761235
123947,61612.77023929457
123948,69597.46412519748
123949,79403.14387778737
123950,45105.50026908652
123951,97559.93246270763
123952,179075.35448432513
123953,532413.5577148002
123954,30028.20455474068
123955,197128.24511316314
123956,69255.80583719215
123957,116801.38005557022
123958,98583.61066269178
123959,137844.12081201863
123960,13072.983554212657
123961,118572.58556531597
123962,171141.91394638258
123963,129534.33752084499
123964,12026.279670513904
123965,12041.94059638336
123966,68554.54536368225
123967,23567.897627542872
123968,36870.784498620545
123969,90622.72806471091
123970,151534.75886963186
123971,212053.33984121928
123972,112346.60335941691
123973,104891.57390064395
123974,459416.91352917
123975,15145.321629558719
123976,21314.43453716873
123977,303641.19618924207
123978,282117.87011177634
123979,54463.845413240146
123980,13286.960524955935
123981,33166.938973488424
123982,35878.52526391092
123983,294285.7323234345
123984,52680.538591819444
123985,28702.471365111836
123986,18863.39774051081
123987,47679.256977694524
123988,52351.889398047766
123989,356063.9755222087
123990,263963.7757766307
123991,80466.55502894685
123992,247369.23061204347
123993,50535.62191135967
123994,358788.4386832467
123995,43486.76871543816
123996,153919.07704345023
123997,152234.7956900115
123998,27736.671217258176
123999,42927.3537396014
124000,98426.94429043552
124001,87902.75594569986
124002,79218.06359793221
124003,12579.737785949943
124004,104737.73794508513
124005,19326.88271120894
124006,510959.8157035786
124007,352132.3652094613
124008,217568.06544180168
124009,34143.84131743753
124010,72758.5908336036
124011,81798.370042883
124012,19790.6426437511
124013,22414.99960814052
124014,27187.724613475573
124015,128864.66301396023
124016,19801.716777179365
124017,97911.3554394019
124018,45617.29092077533
124019,47002.457382089866
124020,35149.70265219119
124021,18733.401962619468
124022,43534.43392672621
124023,79862.20675494538
124024,215399.10431080314
124025,309187.5628923399
124026,65427.81981766199
124027,169257.7001129667
124028,26382.64698015881
124029,242359.1945139776
124030,17978.601853476957
124031,78230.73948536749
124032,45023.64229522436
124033,60334.98420812037
124034,116679.5512714065
124035,144204.79643592215
124036,813110.430289121
124037,39230.29536653814
124038,28696.060596138053
124039,28621.67903245836
124040,70204.06325529717
124041,34988.86004062903
124042,66696.4704370989
124043,176616.76449866357
124044,102203.47463538252
124045,78426.65710944634
124046,49923.82676687259
124047,149790.1909521559
124048,23681.421971434247
124049,41335.75415547324
124050,16294.136791431003
124051,21920.226446236567
124052,23505.35523022962
124053,78048.98240691551
124054,241062.52323916883
124055,51487.773130509544
124056,41847.50837673359
124057,33896.92993726106
124058,256265.72895980807
124059,47752.15882268828
124060,147309.9394156304
124061,103869.78050955117
124062,14563.266642620483
124063,195847.27188555294
124064,150188.1129528143
124065,68565.30184741093
124066,40474.58189312887
124067,13125.10583136812
124068,32702.95098685626
124069,146817.37802066136
124070,18755.586421285665
124071,9357.549226378154
124072,38840.94934762108
124073,272318.3246322196
124074,157668.03482947784
124075,95148.92283863631
124076,74666.23271416199
124077,72755.29648085205
124078,174646.63162141654
124079,99981.8731857834
124080,203725.5061485758
124081,40679.61926809375
124082,148302.55071050333
124083,86066.14439797525
124084,32663.491066578164
124085,37137.900004736664
124086,587035.565221255
124087,73016.70051376245
124088,18658.836488874338
124089,87243.3450045559
124090,54005.86096665316
124091,173449.34416380955
124092,17148.44052378111
124093,80360.59173002909
124094,75712.9251584355
124095,19222.80634760842
124096,180173.63489311864
124097,17229.17803394498
124098,20135.277232545614
124099,34431.82853245711
124100,14142.42663399685
124101,19316.29289109128
124102,38174.51480320301
124103,95710.06277288593
124104,14305.757985479453
124105,45432.38166681526
124106,67404.57724709086
124107,21584.054289503943
124108,270821.3231005118
124109,74554.06042242376
124110,10888.748057122908
124111,26603.698924406104
124112,71524.57803329272
124113,40758.44764023904
124114,16290.370394808506
124115,27987.930391879585
124116,119748.55657187324
124117,24636.416614203663
124118,80731.35114177201
124119,18776.147432689697
124120,580068.3594467725
124121,51946.61105167062
124122,22962.32650251775
124123,101966.3083111425
124124,167026.75330043375
124125,16705.751024302856
124126,527877.7560058424
124127,71082.38547432996
124128,17688.603254762766
124129,77446.92491649145
124130,17062.593424003855
124131,60939.92527924342
124132,667267.9058968473
124133,59138.40555554971
124134,376303.5157822005
124135,15669.672316217571
124136,106452.70744838081
124137,33703.868015721506
124138,312369.2543123292
124139,88365.41204911632
124140,63734.135084260306
124141,94794.93014730085
124142,681113.0978001584
124143,60271.182852307495
124144,290450.7273536747
124145,38932.05046150914
124146,15445.898604112564
124147,20972.61362684588
124148,15093.484526453567
124149,100411.41347230086
124150,30285.476051935846
124151,26461.989747714815
124152,33086.0351685125
124153,84190.66842782652
124154,24659.804882529068
124155,311133.6349046284
124156,249603.31392665222
124157,16409.275779624386
124158,92947.37525410626
124159,32781.67084012226
124160,21855.39060900219
124161,76577.01813519029
124162,12596.96489548142
124163,113918.29824654468
124164,57673.79875163171
124165,107027.3752260782
124166,85507.16902773122
124167,36385.29105770144
124168,57823.742086517115
124169,148902.87514244413
124170,187935.80048503066
124171,209351.25380814914
124172,29531.17098774087
124173,218232.2838465946
124174,28949.35390295816
124175,41465.725076969065
124176,41726.21422086057
124177,304298.7861096554
124178,27751.40246281742
124179,47431.604421221324
124180,16848.24495621881
124181,144842.33330345558
124182,103750.38874786832
124183,84960.61221009135
124184,34241.48151021666
124185,19101.216806087978
124186,226164.51692450015
124187,143222.9456231218
124188,25912.93081014331
124189,123083.63417387995
124190,277338.2858424789
124191,32385.673299809245
124192,156979.25507240792
124193,118343.55130598138
124194,61570.878964671094
124195,26706.68321032941
124196,34593.48518445138
124197,278983.8357200351
124198,298267.7396901148
124199,28634.733783672276
124200,22145.5941655339
124201,47179.53350629879
124202,31178.59207360106
124203,35662.24834686656
124204,31983.36996852042
124205,230581.983153536
124206,39416.201846892924
124207,44053.77620835151
124208,210276.3369852775
124209,71366.12638438908
124210,138312.383597176
124211,32800.19492101873
124212,122163.82134192518
124213,171477.82564690118
124214,73688.34022519435
124215,179471.09503287572
124216,76654.75857160459
124217,14295.91693420271
124218,12403.725355388318
124219,11977.729394815644
124220,63073.23029779031
124221,22220.084643919297
124222,61377.67305217598
124223,32750.59101347287
124224,31150.018415992665
124225,51756.40284470469
124226,345888.0506196474
124227,62875.07633460235
124228,15591.742339220747
124229,97046.9755982423
124230,14096.095384532935
124231,20521.530272368476
124232,56774.480523471975
124233,75085.75817760242
124234,206809.55192655645
124235,15598.43349680349
124236,96462.77474739212
124237,28559.760951125052
124238,643274.9060066198
124239,30106.60114923974
124240,14930.772039287678
124241,223826.0270839185
124242,19738.4028894638
124243,167672.8646237996
124244,92528.2933360162
124245,76145.42853531684
124246,350957.6793190084
124247,333905.33689711563
124248,18520.577576832573
124249,64662.117192876765
124250,75150.01019801556
124251,106339.15039016382
124252,127332.32597896167
124253,325803.60235112614
124254,367616.83463268675
124255,27438.80935439315
124256,41584.74540871416
124257,10406.30257123978
124258,160287.20407259703
124259,25121.870020596543
124260,31919.981450433817
124261,11594.855438082934
124262,100791.94179165184
124263,51747.96945473634
124264,43117.3260974887
124265,284004.80918412434
124266,266124.92799413734
124267,92998.91449852259
124268,238979.3870101952
124269,22069.640677993833
124270,203843.42158282714
124271,34490.80722782527
124272,54593.234153285106
124273,1148958.9220183
124274,164262.8223931528
124275,17962.02586452629
124276,441963.7052327608
124277,15902.706142216055
124278,44784.41512757888
124279,30144.747640696376
124280,30008.857401054287
124281,18639.630438169825
124282,211092.64891856982
124283,114397.34931628329
124284,167728.02760004145
124285,66186.95169611504
124286,109212.69479442504
124287,77199.46578122026
124288,31563.340650689497
124289,42321.02232412122
124290,125931.80183407087
124291,243642.50740579757
124292,57596.373803442555
124293,13355.655200198114
124294,24384.20747338498
124295,50144.513943637474
124296,55760.316728499565
124297,12843.741381085112
124298,22883.752844958894
124299,87914.1628855964
124300,10449.049228635511
124301,22530.270734197613
124302,111241.57446813409
124303,49997.296891979335
124304,22345.699882690027
124305,63281.92654905564
124306,13640.342769363575
124307,18481.963671825022
124308,76443.2749287982
124309,56945.44257969937
124310,90308.04985173416
124311,25431.74252421431
124312,101462.72775785916
124313,28058.136399604522
124314,37516.49677447303
124315,165665.0603141447
124316,201541.87785518693
124317,55062.793873660696
124318,127354.56148759882
124319,60802.06770725408
124320,150578.07563096
124321,27886.05158486919
124322,130275.73211111853
124323,114964.21489985676
124324,21119.454084810382
124325,20627.713225081185
124326,59468.64387495347
124327,164031.87724658256
124328,38689.56841954606
124329,66784.60383072235
124330,134110.70881158742
124331,31251.824952835894
124332,71769.00301705662
124333,91818.91843622478
124334,84298.21879535522
124335,88868.29041271868
124336,97697.51880534578
124337,19253.00185080209
124338,30513.24034664034
124339,28871.250378460416
124340,30150.370530125012
124341,61215.61213098481
124342,151011.4212243823
124343,23525.869129907638
124344,244553.25086331146
124345,252570.4038081324
124346,115770.22832664354
124347,25934.44855280452
124348,28713.32836053338
124349,81118.17993809305
124350,405258.8189910111
124351,356949.6330106927
124352,46558.395565711806
124353,19755.5605856829
124354,20395.066242321205
124355,21288.446572062538
124356,108103.79655382488
124357,77857.65395594257
124358,66980.75188342312
124359,68099.8944292312
124360,887100.8990099834
124361,15331.054224150448
124362,26935.0876585918
124363,90189.57452739266
124364,31918.21507030614
124365,56629.132040245764
124366,29371.429136077288
124367,411302.16102142923
124368,57713.44407839218
124369,186057.03587700095
124370,19513.29936085468
124371,61869.133655240774
124372,35237.320817874184
124373,49695.8111810316
124374,386231.2267202666
124375,12864.125664402338
124376,19162.71480909012
124377,115175.98206549474
124378,41716.36086290386
124379,32152.03772684182
124380,102709.44275216099
124381,42069.13075153809
124382,52468.885319471374
124383,92642.81641340462
124384,49335.0606549475
124385,81121.28357010678
124386,287689.79236580676
124387,103453.50432688832
124388,371405.4261903277
124389,80526.08695708572
124390,28542.236860049135
124391,16079.0566367788
124392,25583.374895206718
124393,18679.850999377657
124394,100510.11358988624
124395,52213.54184469748
124396,81876.25273137554
124397,119309.91181339315
124398,161428.42019266996
124399,37072.60421507044
124400,54441.09292028335
124401,312934.0139494322
124402,34735.714348241
124403,70778.15091946507
124404,17359.912500143986
124405,46197.773910261174
124406,51151.54859176131
124407,30568.138117384522
124408,38771.818825027
124409,37218.284057203484
124410,28993.968682829727
124411,219573.0994955512
124412,21159.61864882057
124413,37475.467922881326
124414,132508.9587677884
124415,20506.694345828684
124416,153321.81139341788
124417,396235.8547488882
124418,81403.7958576263
124419,24659.004209251834
124420,70286.08685117502
124421,247029.0650706404
124422,131702.61114969442
124423,26872.88751628398
124424,531015.7144350233
124425,30433.40452864551
124426,27648.07332975437
124427,317345.2342950346
124428,10467.812335478564
124429,298711.52939379745
124430,304695.6559514081
124431,91008.88870770147
124432,25390.888625095373
124433,18629.71696110063
124434,34383.00114147231
124435,162084.2933693553
124436,111633.05321573517
124437,34157.749080064474
124438,13930.374725353327
124439,25107.86157319888
124440,27195.107980422734
124441,45693.90001498958
124442,52118.186437324366
124443,29408.816595176202
124444,174301.21202712573
124445,16102.788897456516
124446,412873.90875677567
124447,11148.09053319999
124448,68693.56814117848
124449,18169.833127468766
124450,589064.7028699171
124451,33179.7681625241
124452,237462.57096179988
124453,137963.50051400447
124454,14184.053007051902
124455,56878.734940868715
124456,101068.72080160257
124457,367088.9684137187
124458,164097.22555694432
124459,120845.48329320987
124460,60733.21017293053
124461,54029.40802719401
124462,27646.9223943434
124463,20781.99699516662
124464,21667.337716468202
124465,259309.44211660806
124466,47082.149191388475
124467,87899.11751383079
124468,23998.14181952194
124469,295401.6802662821
124470,18913.468755928086
124471,37548.46784098194
124472,24418.763231256286
124473,48703.48809622974
124474,105638.29922508678
124475,44883.1336242774
124476,39814.45172287332
124477,29211.957144765754
124478,84295.11318636675
124479,229701.3790961009
124480,241105.37337362836
124481,14927.664170500642
124482,115147.35077881643
124483,51001.88160369463
124484,98198.57772448212
124485,42301.11394630118
124486,179140.8463596779
124487,57094.26821356282
124488,26712.66830307369
124489,374285.55532149004
124490,20591.372033469645
124491,101884.7873529064
124492,55439.80785115615
124493,258694.90401787148
124494,27508.326339298048
124495,76882.45607918224
124496,9723.067183446157
124497,59797.549034511125
124498,19275.59304041182
124499,105172.15521129237
124500,51242.48796200286
124501,9928.216047398348
124502,145785.60116397738
124503,58564.79715999687
124504,92926.73571777325
124505,41276.627185304686
124506,62632.163631390395
124507,19353.149308983342
124508,15596.573121472515
124509,46957.8295860426
124510,26886.656597383786
124511,31612.3385798568
124512,138365.31811385995
124513,91508.6241799286
124514,42340.54699070388
124515,27792.36359397407
124516,33812.50401511515
124517,63137.27930259975
124518,32296.53589228323
124519,200801.2610774673
124520,24410.532483159597
124521,172455.40155904117
124522,67350.76884739695
124523,61343.91800916386
124524,301429.7540129817
124525,10627.057066901674
124526,12162.997660507186
124527,44564.44116264032
124528,63802.92055696862
124529,36193.52644357285
124530,97152.426105499
124531,52055.382332922054
124532,173239.47268428808
124533,15613.58516405988
124534,38761.10252208628
124535,89145.79408077261
124536,15291.94759847699
124537,65808.17700406615
124538,43986.163476162226
124539,228642.47473945667
124540,155118.3357622953
124541,34958.925354704064
124542,130440.71016430654
124543,40111.91955382817
124544,12333.740200113294
124545,201346.4399711789
124546,343119.2130542844
124547,792552.9430508246
124548,104643.18855344661
124549,28487.29766746843
124550,85926.65784124022
124551,82157.27861888641
124552,82005.15466132438
124553,123294.39024520834
124554,109229.22716296434
124555,59791.755317068404
124556,23214.769572243848
124557,620789.1655445542
124558,79184.69472654379
124559,13450.83837648073
124560,162477.70290495257
124561,129144.15160189895
124562,131715.15936165693
124563,108353.05574841516
124564,24181.815753241983
124565,90286.51522600275
124566,57835.81261346776
124567,58853.39934851115
124568,17525.205812714303
124569,82739.73636752705
124570,99654.01247053866
124571,40265.20064503726
124572,57732.232248382476
124573,247485.34023763187
124574,28238.145574765604
124575,82900.89501468831
124576,199757.42136589345
124577,74547.58835796657
124578,15259.334842173072
124579,29470.358199928134
124580,14258.945630068201
124581,13906.111909273597
124582,191783.77572419512
124583,23091.07365977216
124584,185172.65238192506
124585,9160.949280151932
124586,24479.68080363558
124587,18649.800039681744
124588,12490.136320619957
124589,80599.43515706656
124590,70099.38911483511
124591,19568.319336516102
124592,22748.01603295831
124593,113450.45605154026
124594,64977.032899074366
124595,45443.70897448493
124596,122311.80760926813
124597,36020.0851031896
124598,48092.31308185543
124599,32929.33095837858
124600,25133.133683338718
124601,37903.80686815168
124602,51367.43190348615
124603,58617.16921370932
124604,63340.15916593833
124605,44948.43923752979
124606,53911.12791304105
124607,78949.48862907759
124608,35517.330401879924
124609,60472.71712781041
124610,18228.768188709597
124611,102378.37329160605
124612,76704.28314412115
124613,71458.72382895507
124614,157348.32667999485
124615,32951.34748344709
124616,44234.99261068606
